created_at,id_str,full_text,quote_count,reply_count,retweet_count,favorite_count,lang,user_id_str,conversation_id_str,username,tweet_url,label,sentiment,score
Thu Dec 07 13:07:42 +0000 2023,1732748720729690282,CARA KERJA LONTE MEDSOS ITU DEMI BERAS SEKARUNG RELA JADI PENJILAT. LALU JELEKIN CAPRES CAWAPRES YG LAIN..PADAHAL CONGORMU DULU ANTI PRABOWO. KINI HARGA DIRIMU CUMA SEHARGA SELARUNG BERAS. https://t.co/ZomfNRsQJ9,0,0,0,0,in,2323592137,1732748720729690282,G03NT03R_,https://twitter.com/G03NT03R_/status/1732748720729690282,NEGATIVE,"[{'label': 'NEGATIVE', 'score': 0.8623615503311157}]",0.8623615503311157
Thu Dec 07 13:07:42 +0000 2023,1732748720301912116,"Kali ini beliau mampir ke kantor saya untuk bertukar pikiran terkait perkembangan politik pertahanan sambil makan siang,"" ujarnya. #PrabowoGibranIstimewa #PrabowoGemoy #BersamaIndonesiaMaju Prabowo Subianto""",0,0,0,0,in,2593329644,1732748584209317897,IMPURIUM,https://twitter.com/IMPURIUM/status/1732748720301912116,NEGATIVE,"[{'label': 'NEGATIVE', 'score': 0.978365421295166}]",0.978365421295166
Thu Dec 07 13:07:42 +0000 2023,1732748719135846769,@Muhammad_Saewad Liat argumen bener gak? Anies itu orang liberal,0,0,0,0,in,1724233002027479040,1732748388792504622,rakannewbo19526,https://twitter.com/rakannewbo19526/status/1732748719135846769,NEGATIVE,"[{'label': 'NEGATIVE', 'score': 0.9928346872329712}]",0.9928346872329712
Thu Dec 07 13:07:41 +0000 2023,1732748714912194850,Prabowo mengatakan dirinya bertukar pikiran terkait politik. #PrabowoGibranIstimewa #PrabowoGemoy #BersamaIndonesiaMaju Prabowo Subianto,0,1,0,0,in,2593329644,1732748584209317897,IMPURIUM,https://twitter.com/IMPURIUM/status/1732748714912194850,NEGATIVE,"[{'label': 'NEGATIVE', 'score': 0.5700627565383911}]",0.5700627565383911
Thu Dec 07 13:07:39 +0000 2023,1732748709719597393,"Pertemuan itu berlangsung di Kantor Kemhan RI, Jakarta Pusat. #PrabowoGibranIstimewa #PrabowoGemoy #BersamaIndonesiaMaju Prabowo Subianto",0,1,0,0,in,2593329644,1732748584209317897,IMPURIUM,https://twitter.com/IMPURIUM/status/1732748709719597393,NEGATIVE,"[{'label': 'NEGATIVE', 'score': 0.9783926010131836}]",0.9783926010131836
Thu Dec 07 13:07:39 +0000 2023,1732748708238991723,@yaniarsim @prabowo @Menlu_RI @njing menggong gong,0,0,0,0,in,1144772934,1732701947713798518,f1t0n3,https://twitter.com/f1t0n3/status/1732748708238991723,NEGATIVE,"[{'label': 'NEGATIVE', 'score': 0.9896056652069092}]",0.9896056652069092
Thu Dec 07 13:07:38 +0000 2023,1732748703533076876,"Bertemu kembali mentor saya, Jenderal TNI (Purn) A.M Hendropriyono,"" tulis Prabowo dalam keterangannya. #PrabowoGibranIstimewa #PrabowoGemoy #BersamaIndonesiaMaju Prabowo Subianto""",0,1,0,0,in,2593329644,1732748584209317897,IMPURIUM,https://twitter.com/IMPURIUM/status/1732748703533076876,NEGATIVE,"[{'label': 'NEGATIVE', 'score': 0.9807141423225403}]",0.9807141423225403
Thu Dec 07 13:07:37 +0000 2023,1732748698202038519,Adapun pertemuan itu berlangsung siang tadi. #PrabowoGibranIstimewa #PrabowoGemoy #BersamaIndonesiaMaju Prabowo Subianto,0,1,0,0,in,2593329644,1732748584209317897,IMPURIUM,https://twitter.com/IMPURIUM/status/1732748698202038519,NEGATIVE,"[{'label': 'NEGATIVE', 'score': 0.9891987442970276}]",0.9891987442970276
Thu Dec 07 13:07:35 +0000 2023,1732748692506259763,@3rI4ng @Resty_J_Cayah @prabowo @PartaiSocmed Ya iyalah orang 1 kubu,0,0,0,0,in,1506152519722233862,1732710508334338157,HjHitler,https://twitter.com/HjHitler/status/1732748692506259763,NEGATIVE,"[{'label': 'NEGATIVE', 'score': 0.8949263095855713}]",0.8949263095855713
Thu Dec 07 13:07:35 +0000 2023,1732748691377901667,"Prabowo sebelumnya mengunggah beberapa foto pertemuan dengan Hendropriyono di akun Instagramnya, Selasa (5/12/2023) malam. #PrabowoGibranIstimewa #PrabowoGemoy #BersamaIndonesiaMaju Prabowo Subianto",0,1,0,0,in,2593329644,1732748584209317897,IMPURIUM,https://twitter.com/IMPURIUM/status/1732748691377901667,NEGATIVE,"[{'label': 'NEGATIVE', 'score': 0.9808428883552551}]",0.9808428883552551
